Id,SinkCreatedOn,SinkModifiedOn,statecode,statuscode,msdyn_registrationstatus,new_exposetocustomer,msdyn_alert,createdby,createdby_entitytype,owningteam,owningteam_entitytype,msdyn_customerassetcategory,msdyn_customerassetcategory_entitytype,modifiedonbehalfby,modifiedonbehalfby_entitytype,msdyn_workorderproduct,msdyn_workorderproduct_entitytype,msdyn_masterasset,msdyn_masterasset_entitytype,msdyn_account,msdyn_account_entitytype,msdyn_functionallocation,msdyn_functionallocation_entitytype,msdyn_product,msdyn_product_entitytype,modifiedby,modifiedby_entitytype,msdyn_parentasset,msdyn_parentasset_entitytype,msdyn_lastcommandsent,msdyn_lastcommandsent_entitytype,owninguser,owninguser_entitytype,owningbusinessunit,owningbusinessunit_entitytype,createdonbehalfby,createdonbehalfby_entitytype,ownerid,ownerid_entitytype,createdonbehalfbyname,timezoneruleversionnumber,msdyn_customerassetid,cfs_partversion,msdyn_longitude,owneridtype,msdyn_name,modifiedonbehalfbyname,msdyn_alertcount_date,msdyn_accountname,versionnumber,msdyn_latitude,modifiedbyyominame,msdyn_deviceid,msdyn_accountyominame,msdyn_alertcount,importsequencenumber,createdon,msdyn_productname,createdbyyominame,msdyn_lastalerttime_date,msdyn_lastcommandsenttime,overriddencreatedon,modifiedonbehalfbyyominame,msdyn_functionallocationname,msdyn_lastcommandsentname,msdyn_alertcount_state,owneridyominame,msdyn_masterassetname,createdbyname,utcconversiontimezonecode,modifiedbyname,modifiedon,msdyn_customerassetcategoryname,msdyn_parentassetname,msdyn_workorderproductname,owningbusinessunitname,createdonbehalfbyyominame,owneridname,cfs_partid,msdyn_lastalerttime,msdyn_lastalerttime_state
2b6af839-babd-48c2-b671-ac53536dbb14,2023-03-06T14:24:35.000Z,2023-03-06T14:24:35.000Z,0,1,,false,false,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,,,,,,,c1592234-b1a7-e811-a987-000d3a1c9c85,account,,,3a3a69b6-b0a7-e811-a976-000d3a1df104,product,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,22e1d5f2-f9f6-4fa9-b9b4-e7baa9969213,,,,AssemblyWizard_1,,2023-03-06T13:43:17.000Z,Trendy Department Stores,52110892,,TestUser5,,,0,103671835,2018-08-24T19:15:07.0000000+00:00,model2,TestUser5,2023-03-06T13:43:17.000Z,,,,,,1,TestUser5,,TestUser5,,TestUser5,2005-03-14T00:00:00.000Z,,,,Manufacturing - Test,,TestUser5,,,
bdcb4b39-e7e8-4f23-b8f1-c9002027fabf,2023-03-06T14:24:35.000Z,2023-03-06T14:24:35.000Z,0,1,,false,false,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,,,,,,,c1592234-b1a7-e811-a987-000d3a1c9c85,account,,,3a3a69b6-b0a7-e811-a976-000d3a1df104,product,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,67718120-3670-4124-b37b-23df24cfae0c,,,,AssemblyWizard_2,,2023-03-06T13:43:17.000Z,Trendy Department Stores,52110892,,TestUser5,,,0,103671835,2018-08-24T19:15:07.0000000+00:00,model4,TestUser5,2023-03-06T13:43:17.000Z,,,,,,1,TestUser5,,TestUser5,,TestUser5,2016-03-11T00:00:00.000Z,,,,Manufacturing - Test,,TestUser5,,,
416a5f60-c8a7-4b8c-bc7e-a4a8219abfc7,2023-03-06T14:24:35.000Z,2023-03-06T14:24:35.000Z,0,1,,false,false,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,,,,,,,c1592234-b1a7-e811-a987-000d3a1c9c85,account,,,3a3a69b6-b0a7-e811-a976-000d3a1df104,product,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,5d0f2f94-a8ef-4be4-84ea-74bbdd2e54eb,,,,AssemblyWizard_3,,2023-03-06T13:43:17.000Z,Trendy Department Stores,52110892,,TestUser5,,,0,103671835,2018-08-24T19:15:07.0000000+00:00,model3,TestUser5,2023-03-06T13:43:17.000Z,,,,,,1,TestUser5,,TestUser5,,TestUser5,2015-03-12T00:00:00.000Z,,,,Manufacturing - Test,,TestUser5,,,
895fd323-1105-492a-8ff9-20e6a7db8b11,2023-03-06T14:24:35.000Z,2023-03-06T14:24:35.000Z,0,1,,false,false,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,,,,,,,c1592234-b1a7-e811-a987-000d3a1c9c85,account,,,3a3a69b6-b0a7-e811-a976-000d3a1df104,product,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,4d79dff3-4646-4ce5-8d1e-9d677e74699e,,,,AssemblyWizard_4,,2023-03-06T13:43:17.000Z,Trendy Department Stores,52110892,,TestUser5,,,0,103671835,2018-08-24T19:15:07.0000000+00:00,model3,TestUser5,2023-03-06T13:43:17.000Z,,,,,,1,TestUser5,,TestUser5,,TestUser5,2016-03-11T00:00:00.000Z,,,,Manufacturing - Test,,TestUser5,,,
d8ba640c-018b-4547-a66b-a8ac059d93bf,2023-03-06T14:24:35.000Z,2023-03-06T14:24:35.000Z,0,1,,false,false,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,,,,,,,c1592234-b1a7-e811-a987-000d3a1c9c85,account,,,3a3a69b6-b0a7-e811-a976-000d3a1df104,product,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,ef7916de-0e10-4827-b387-754d613c3788,,,,AssemblyWizard_5,,2023-03-06T13:43:17.000Z,Trendy Department Stores,52110892,,TestUser5,,,0,103671835,2018-08-24T19:15:07.0000000+00:00,model2,TestUser5,2023-03-06T13:43:17.000Z,,,,,,1,TestUser5,,TestUser5,,TestUser5,2021-03-10T00:00:00.000Z,,,,Manufacturing - Test,,TestUser5,,,
8250e1f7-1354-432c-a833-aed5d9ea6fa6,2023-03-06T14:24:35.000Z,2023-03-06T14:24:35.000Z,0,1,,false,false,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,,,,,,,c1592234-b1a7-e811-a987-000d3a1c9c85,account,,,3a3a69b6-b0a7-e811-a976-000d3a1df104,product,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,2878c77d-29ae-47ac-bcb7-d9c36b0b8fdd,,,,AssemblyWizard_6,,2023-03-06T13:43:17.000Z,Trendy Department Stores,52110892,,TestUser5,,,0,103671835,2018-08-24T19:15:07.0000000+00:00,model3,TestUser5,2023-03-06T13:43:17.000Z,,,,,,1,TestUser5,,TestUser5,,TestUser5,2016-03-11T00:00:00.000Z,,,,Manufacturing - Test,,TestUser5,,,
1e17ad2d-6937-47f8-8acb-8d3ddc92d451,2023-03-06T14:24:35.000Z,2023-03-06T14:24:35.000Z,0,1,,false,false,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,,,,,,,c1592234-b1a7-e811-a987-000d3a1c9c85,account,,,3a3a69b6-b0a7-e811-a976-000d3a1df104,product,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,b9ba640f-35af-457f-9195-4a90e7d6221f,,,,AssemblyWizard_7,,2023-03-06T13:43:17.000Z,Trendy Department Stores,52110892,,TestUser5,,,0,103671835,2018-08-24T19:15:07.0000000+00:00,model4,TestUser5,2023-03-06T13:43:17.000Z,,,,,,1,TestUser5,,TestUser5,,TestUser5,2003-03-15T00:00:00.000Z,,,,Manufacturing - Test,,TestUser5,,,
ddaf61ab-d579-4add-ac8d-73b19d88e946,2023-03-06T14:24:35.000Z,2023-03-06T14:24:35.000Z,0,1,,false,false,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,,,,,,,c1592234-b1a7-e811-a987-000d3a1c9c85,account,,,3a3a69b6-b0a7-e811-a976-000d3a1df104,product,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,6381e3e0-5d3e-4b49-9869-5d99498a0ffc,,,,AssemblyWizard_8,,2023-03-06T13:43:17.000Z,Trendy Department Stores,52110892,,TestUser5,,,0,103671835,2018-08-24T19:15:07.0000000+00:00,model3,TestUser5,2023-03-06T13:43:17.000Z,,,,,,1,TestUser5,,TestUser5,,TestUser5,2007-03-14T00:00:00.000Z,,,,Manufacturing - Test,,TestUser5,,,
1a95dab1-a3ad-44fe-805e-346c0a5a8030,2023-03-06T14:24:35.000Z,2023-03-06T14:24:35.000Z,0,1,,false,false,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,,,,,,,c1592234-b1a7-e811-a987-000d3a1c9c85,account,,,3a3a69b6-b0a7-e811-a976-000d3a1df104,product,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,7b783404-d77d-4af1-8248-09b36926ab3c,,,,AssemblyWizard_9,,2023-03-06T13:43:17.000Z,Trendy Department Stores,52110892,,TestUser5,,,0,103671835,2018-08-24T19:15:07.0000000+00:00,model1,TestUser5,2023-03-06T13:43:17.000Z,,,,,,1,TestUser5,,TestUser5,,TestUser5,2016-03-11T00:00:00.000Z,,,,Manufacturing - Test,,TestUser5,,,
3ec164c1-f2a8-4360-8ee1-522230d6f16b,2023-03-06T14:24:35.000Z,2023-03-06T14:24:35.000Z,0,1,,false,false,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,,,,,,,c1592234-b1a7-e811-a987-000d3a1c9c85,account,,,3a3a69b6-b0a7-e811-a976-000d3a1df104,product,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,3e90446d-1990-e811-a982-000d3a1b913d,systemuser,,,b6b06a9e-3d1d-409f-aaa3-514339650bbb,,,,AssemblyWizard_10,,2023-03-06T13:43:17.000Z,Trendy Department Stores,52110892,,TestUser5,,,0,103671835,2018-08-24T19:15:07.0000000+00:00,model1,TestUser5,2023-03-06T13:43:17.000Z,,,,,,1,TestUser5,,TestUser5,,TestUser5,2013-03-12T00:00:00.000Z,,,,Manufacturing - Test,,TestUser5,,,
